SampleID,ratio_in_reads,ratio_raw,ichorCNA,spike_in_ratio,spike_in_label
K0AAAE20_spike_in__01_from_ZNB06SR3_label_Breast_replicate_0,0.0005137273742887408,0.0002601125151488063,0.05372,0.1,PAN_CANCER
LBGS087_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_2,0.0004170473114424743,0.0002162662812333865,0.04016,0.005,PAN_CANCER
CRCC5_spike_in__005_from_ZMG063S_label_Gastric_replicate_1,0.0004573677803202328,0.0002344287127268665,0.02338,0.05,PAN_CANCER
K1936_spike_in__0005_from_ZMH048S_label_Liver_replicate_2,0.0004156569494049371,0.0002172933610782126,0.03429,0.005,PAN_CANCER
K0AAAE20_spike_in__01_from_ZNB32S_label_Breast_replicate_2,0.0005102309343220215,0.0002582359892177225,0.03821,0.1,PAN_CANCER
K2474_spike_in__08_from_pool_Liver_label_Liver_replicate_2,0.0004578934476126726,0.000239785128140258,0.2039,0.8,PAN_CANCER
K0AAAE20_spike_in__005_from_ZNB32S_label_Breast_replicate_0,0.0005048594562531186,0.000255229412548209,0.04003,0.05,PAN_CANCER
K0CAAA16_spike_in__0005_from_ZNC04S_label_CRC_replicate_0,0.0004423986448282216,0.0002253818244053215,0.01598,0.005,PAN_CANCER
KAAB22_spike_in__05_from_pool_Liver_label_Liver_replicate_1,0.000429816591002753,0.0002180382137031378,0.1356,0.5,PAN_CANCER
K1AB28_spike_in__005_from_ZNC01S_label_CRC_replicate_0,0.0004752747695165122,0.0002376831693677401,0.03306,0.05,PAN_CANCER
K1AB28_spike_in__05_from_ZNC05S_label_CRC_replicate_2,0.000504537359330271,0.0002540349443933846,0.05786,0.5,PAN_CANCER
K1AB28_spike_in__01_from_ZNC19S_label_CRC_replicate_0,0.000479008067136719,0.0002396571299846011,0.06479,0.1,PAN_CANCER
K0AAAE18_spike_in__005_from_ZMH056S_label_Liver_replicate_2,0.0004478648075862349,0.0002267663998636513,0.03827,0.05,PAN_CANCER
K0009_spike_in__0005_from_ZMG059S_label_Gastric_replicate_1,0.0004305248304334903,0.0002227639842318742,0.02652,0.005,PAN_CANCER
K0CAAA80_spike_in__01_from_pool_Lung_label_Lung_replicate_2,0.000511380826891287,0.0002448090253452122,0.04553,0.1,PAN_CANCER
LBGS087_spike_in__0001_from_ZNB32S_label_Breast_replicate_2,0.0004168983881477808,0.0002161785285702939,0.04645,0.001,PAN_CANCER
K0CAAA16_spike_in__005_from_ZNC19S_label_CRC_replicate_0,0.0004451767872965121,0.0002268273315157888,0.03475,0.05,PAN_CANCER
K4AC10_spike_in__0005_from_ZNB05S_label_Breast_replicate_1,0.0006746021146024708,0.0003401350364153371,0.08059,0.005,PAN_CANCER
K0CAAA16_spike_in__01_from_ZNC04S_label_CRC_replicate_0,0.000454241530347725,0.0002314009821281357,0.04025,0.1,PAN_CANCER
K0AAAE18_spike_in__01_from_ZMH051S_label_Liver_replicate_1,0.0004490830746842207,0.0002273728079390526,0.08176,0.1,PAN_CANCER
K2AC24_spike_in__0005_from_pool_Liver_label_Liver_replicate_1,0.0004297548700839718,0.0002124335097090499,0.02379,0.005,PAN_CANCER
K0AC37_spike_in__01_from_ZNL14S_label_Lung_replicate_1,0.0004621782228554064,0.0002350245997310731,0.04248,0.1,PAN_CANCER
K2AC24_spike_in__01_from_ZNB32S_label_Breast_replicate_0,0.0004286082667995118,0.0002119040762354442,0.02723,0.1,PAN_CANCER
KZAZ52_spike_in__005_from_ZNC05S_label_CRC_replicate_0,0.0004445558146485303,0.000208908132257626,0.03858,0.05,PAN_CANCER
K0AAAE18_spike_in__005_from_pool_Liver_label_Liver_replicate_2,0.0004465196017419968,0.0002260687834900482,0.02516,0.05,PAN_CANCER
K0AAAE18_spike_in__005_from_ZMH053S_label_Liver_replicate_2,0.0004465502566645385,0.0002260923576966759,0.0207,0.05,PAN_CANCER
K0106_spike_in__05_from_pool_Breast_label_Breast_replicate_1,0.0004340995869182701,0.000227858574929192,0.07545,0.5,PAN_CANCER
K0009_spike_in__0001_from_ZMG046S_label_Gastric_replicate_1,0.0004305248304334903,0.0002227639842318742,0.02585,0.001,PAN_CANCER
KZAZ52_spike_in__0001_from_pool_CRC_label_CRC_replicate_1,0.000444286475919673,0.0002088893500363742,0.0349,0.001,PAN_CANCER
K0043_spike_in__001_from_pool_Gastric_label_Gastric_replicate_0,0.000501912393516484,0.000258729222845016,0.02713,0.01,PAN_CANCER
K1586_spike_in__0001_from_ZMH050S_label_Liver_replicate_0,0.0004163698933745631,0.0002176675762026939,0.01732,0.001,PAN_CANCER
K0AI90_spike_in__05_from_pool_CRC_label_CRC_replicate_1,0.0004957460134591471,0.000249827784420653,0.06717,0.5,PAN_CANCER
K2AC24_spike_in__0005_from_ZNL07S_label_Lung_replicate_2,0.0004297548700839718,0.0002124799838962538,0.02178,0.005,PAN_CANCER
CRCC5_spike_in__0001_from_ZMG059S_label_Gastric_replicate_2,0.0004558778498383237,0.0002335091587285442,0.01787,0.001,PAN_CANCER
K0AAAE20_spike_in__0005_from_pool_Breast_label_Breast_replicate_2,0.000505060916530953,0.000255641821213203,0.04004,0.005,PAN_CANCER
K0GAAA73_spike_in__001_from_ZNB03SR2_label_Breast_replicate_0,0.0004526798647996137,0.0002283040869943942,0.02187,0.01,PAN_CANCER
K0AC37_spike_in__0001_from_ZNL14S_label_Lung_replicate_1,0.0004608508108966778,0.0002340965116072854,0.04647,0.001,PAN_CANCER
K0435_spike_in__0005_from_pool_Breast_label_Breast_replicate_0,0.0004177462016312735,0.0002126587182231062,0.02186,0.005,PAN_CANCER
KAAG58_spike_in__005_from_ZMH051S_label_Liver_replicate_0,0.0004406081454113051,0.0002278063639806931,0.03862,0.05,PAN_CANCER
K0AAAE18_spike_in__0001_from_ZMH050S_label_Liver_replicate_1,0.0004473631642233782,0.0002263880052433448,0.01872,0.001,PAN_CANCER
KAAK49_spike_in__005_from_ZNL14S_label_Lung_replicate_0,0.0004608348126070853,0.0002420093038957436,0.01634,0.05,PAN_CANCER
K1AB28_spike_in__05_from_ZNC19S_label_CRC_replicate_1,0.0005105352766015445,0.0002573455063321356,0.3279,0.5,PAN_CANCER
K1936_spike_in__001_from_ZMH056S_label_Liver_replicate_1,0.0004156959292067002,0.0002174043762396263,0.03004,0.01,PAN_CANCER
KZAU93_spike_in__001_from_ZNC05S_label_CRC_replicate_2,0.000497764399369457,0.0002366298952257045,0.03255,0.01,PAN_CANCER
K0GAAA73_spike_in__05_from_pool_Breast_label_Breast_replicate_2,0.0004763719512195122,0.0002413355899906203,0.07629,0.5,PAN_CANCER
K0AQ69_spike_in__01_from_ZNL08S_label_Lung_replicate_2,0.000549887778004489,0.0002920237953341208,0.05723,0.1,PAN_CANCER
K2AC24_spike_in__01_from_ZNB03SR2_label_Breast_replicate_0,0.0004348007859860362,0.0002154145694815551,0.06572,0.1,PAN_CANCER
KZAZ52_spike_in__001_from_pool_CRC_label_CRC_replicate_2,0.0004458182869661482,0.0002096386769644319,0.03491,0.01,PAN_CANCER
KZAU93_spike_in__01_from_ZNC01S_label_CRC_replicate_1,0.0005021134187048912,0.000238576056763602,0.02914,0.1,PAN_CANCER
K0038_spike_in__001_from_ZMG051S_label_Gastric_replicate_0,0.0004851367152365533,0.0002485298437401006,0.02586,0.01,PAN_CANCER
K2AC24_spike_in__0001_from_ZMH050S_label_Liver_replicate_2,0.0004297548700839718,0.0002124799838962538,0.02308,0.001,PAN_CANCER
KZAU93_spike_in__05_from_ZNC05S_label_CRC_replicate_0,0.0005268728142830848,0.0002528710247349823,0.05287,0.5,PAN_CANCER
K2AA15_spike_in__01_from_ZNC05S_label_CRC_replicate_0,0.0004211528601772504,0.0002137753091376862,0.06279,0.1,PAN_CANCER
K0793_spike_in__0005_from_ZNB05S_label_Breast_replicate_1,0.000394880907508122,0.0002044334174298073,0.02531,0.005,PAN_CANCER
K0106_spike_in__01_from_ZMG048S_label_Gastric_replicate_2,0.0004092073069881771,0.0002137622680549049,0.04032,0.1,PAN_CANCER
K2031_spike_in__0005_from_ZNL08S_label_Lung_replicate_1,0.0005178760751323101,0.0002651050994438684,0.02642,0.005,PAN_CANCER
K4AC16_spike_in__0001_from_ZNC05S_label_CRC_replicate_2,0.0004318527966088156,0.0002131262791683229,0.02391,0.001,PAN_CANCER
K0793_spike_in__001_from_pool_Liver_label_Liver_replicate_1,0.000394880907508122,0.0002043935318737777,0.02715,0.01,PAN_CANCER
K0CAAA80_spike_in__005_from_ZNL08S_label_Lung_replicate_0,0.0005076677720455697,0.0002423987292925808,0.03623,0.05,PAN_CANCER
K2031_spike_in__0001_from_ZNL07S_label_Lung_replicate_1,0.0005178760751323101,0.0002651050994438684,0.02571,0.001,PAN_CANCER
K1586_spike_in__0005_from_pool_Lung_label_Lung_replicate_0,0.0004170524892347801,0.0002180530338953117,0.01717,0.005,PAN_CANCER
K1936_spike_in__0005_from_ZNL15S_label_Lung_replicate_2,0.0004159706584887431,0.0002175128989478825,0.03292,0.005,PAN_CANCER
K0009_spike_in__01_from_ZMG048S_label_Gastric_replicate_0,0.0004333484405793646,0.0002242479583242703,0.04218,0.1,PAN_CANCER
K1936_spike_in__001_from_ZMH051S_label_Liver_replicate_0,0.000415473840616653,0.0002172182913975975,0.03396,0.01,PAN_CANCER
K0106_spike_in__0005_from_pool_Breast_label_Breast_replicate_1,0.0004059970077156708,0.000211936185864127,0.03399,0.005,PAN_CANCER
K0043_spike_in__0005_from_pool_Gastric_label_Gastric_replicate_2,0.0005017210726667704,0.0002586026260155963,0.02821,0.005,PAN_CANCER
K0AAAE20_spike_in__0001_from_ZNB32S_label_Breast_replicate_2,0.000505060916530953,0.000255641821213203,0.04038,0.001,PAN_CANCER
K0059_spike_in__001_from_ZMG059S_label_Gastric_replicate_1,0.0004599053842010351,0.0002394034632583497,0.02876,0.01,PAN_CANCER
K0793_spike_in__0005_from_ZMH053S_label_Liver_replicate_1,0.0003950298067945127,0.0002044733185554889,0.02713,0.005,PAN_CANCER
K2AC24_spike_in__001_from_ZNB03SR2_label_Breast_replicate_0,0.0004296598126033074,0.0002123870558473161,0.02727,0.01,PAN_CANCER
KAAK49_spike_in__0005_from_ZNL14S_label_Lung_replicate_0,0.000460002497070455,0.0002415102398209318,0.02023,0.005,PAN_CANCER
K0006_spike_in__001_from_pool_Gastric_label_Gastric_replicate_1,0.000463435009513282,0.0002376724713701598,0.02817,0.01,PAN_CANCER
K2474_spike_in__005_from_ZMH048S_label_Liver_replicate_1,0.0004513785534982908,0.0002322316819988843,0.07042,0.05,PAN_CANCER
KABT41_spike_in__0001_from_ZNC04S_label_CRC_replicate_2,0.0004857899448008355,0.0002319927329723568,0.02874,0.001,PAN_CANCER
K0006_spike_in__001_from_ZMG051S_label_Gastric_replicate_0,0.0004633686376104846,0.0002376288886392388,0.02795,0.01,PAN_CANCER
K0106_spike_in__01_from_ZMG051S_label_Gastric_replicate_2,0.0004054391217564871,0.0002116917803532698,0.03487,0.1,PAN_CANCER
K0043_spike_in__08_from_pool_Gastric_label_Gastric_replicate_2,0.0005739429883298259,0.0003021452311411018,0.08172,0.8,PAN_CANCER
K0AAAB33_spike_in__001_from_ZNC03S_label_CRC_replicate_1,0.0004859597217896814,0.0002543881099880448,0.02881,0.01,PAN_CANCER
K0043_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_1,0.0005015641069080792,0.0002585338620937086,0.02809,0.001,PAN_CANCER
KAAB22_spike_in__0005_from_pool_Liver_label_Liver_replicate_2,0.0004298291780615715,0.0002167827052619679,0.0242,0.005,PAN_CANCER
K1AD22_spike_in__001_from_ZNL09S_label_Lung_replicate_2,0.000475590955361215,0.0002335014316596439,0.0295,0.01,PAN_CANCER
K2031_spike_in__005_from_ZNL15S_label_Lung_replicate_2,0.0005199230494754374,0.0002662578983311239,0.03554,0.05,PAN_CANCER
K0033_spike_in__005_from_ZMG048S_label_Gastric_replicate_0,0.0004753158801569829,0.0002432110966708243,0.02527,0.05,PAN_CANCER
KAAG58_spike_in__0001_from_ZMH056S_label_Liver_replicate_1,0.0004404928792237869,0.0002278085812925141,0.02068,0.001,PAN_CANCER
LBGS087_spike_in__001_from_ZNL09S_label_Lung_replicate_1,0.0004171275168989095,0.000216275618426201,0.03936,0.01,PAN_CANCER
K0CAAA80_spike_in__005_from_ZNL09S_label_Lung_replicate_1,0.0005075794101905137,0.0002420293129663118,0.02766,0.05,PAN_CANCER
KAAB22_spike_in__0001_from_pool_Liver_label_Liver_replicate_1,0.00042999028345065,0.0002168482678523995,0.0247,0.001,PAN_CANCER
KACE35_spike_in__0005_from_ZNB05S_label_Breast_replicate_1,0.0004300817800044205,0.000208253064486208,0.02679,0.005,PAN_CANCER
K0CAAA16_spike_in__005_from_pool_CRC_label_CRC_replicate_1,0.0004445317708795639,0.000226483925239376,0.0168,0.05,PAN_CANCER
K0059_spike_in__0001_from_ZMG051S_label_Gastric_replicate_1,0.0004596977329974811,0.0002392501310959623,0.02994,0.001,PAN_CANCER
K0793_spike_in__05_from_ZNB05S_label_Breast_replicate_0,0.0004007221904365423,0.0002088545632546503,0.03,0.5,PAN_CANCER
K0009_spike_in__001_from_ZMG051S_label_Gastric_replicate_2,0.0004309224735363005,0.0002229774723295108,0.02116,0.01,PAN_CANCER
K4AA93_spike_in__001_from_pool_Breast_label_Breast_replicate_1,0.000470820341430323,0.0002444339971663104,0.0186,0.01,PAN_CANCER
K0038_spike_in__001_from_ZMG048S_label_Gastric_replicate_2,0.0004857452873149642,0.0002488787493842843,0.0298,0.01,PAN_CANCER
KZAU93_spike_in__0005_from_ZNC05S_label_CRC_replicate_2,0.0004979600999392898,0.0002366962276575562,0.03256,0.005,PAN_CANCER
K1586_spike_in__0005_from_ZNL15S_label_Lung_replicate_1,0.000416732948116748,0.0002178958059743281,0.01701,0.005,PAN_CANCER
K1AD22_spike_in__0001_from_ZNL14S_label_Lung_replicate_2,0.0004751366831554283,0.0002332415419587689,0.03006,0.001,PAN_CANCER
KAAK49_spike_in__005_from_ZNL07S_label_Lung_replicate_0,0.0004646156200387534,0.0002441881373985189,0.03245,0.05,PAN_CANCER
K0038_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,0.0005076182330767525,0.0002611451820547224,0.05331,0.5,PAN_CANCER
K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_0,0.0005040989770467723,0.0002598695393766555,0.03773,0.1,PAN_CANCER
K1936_spike_in__05_from_pool_Lung_label_Lung_replicate_0,0.0004634522418788256,0.0002441633986169519,0.12,0.5,PAN_CANCER
K1AD22_spike_in__01_from_ZNL07S_label_Lung_replicate_2,0.0004846205621854934,0.000238419117260577,0.06694,0.1,PAN_CANCER
K0793_spike_in__0005_from_ZMH053S_label_Liver_replicate_0,0.0003948064999506492,0.0002044134727061557,0.02667,0.005,PAN_CANCER
K2031_spike_in__005_from_ZNL14S_label_Lung_replicate_2,0.0005150247278508427,0.0002639584497198186,0.02473,0.05,PAN_CANCER
K2AC24_spike_in__001_from_ZNB06SR3_label_Breast_replicate_0,0.0004313981607328826,0.0002133183998815751,0.02789,0.01,PAN_CANCER
K2AC24_spike_in__01_from_ZNB05S_label_Breast_replicate_1,0.0004300895962090972,0.0002131091383883923,0.02703,0.1,PAN_CANCER
K1AD22_spike_in__01_from_ZNL15S_label_Lung_replicate_0,0.0004845028010721939,0.0002381913211975032,0.08184,0.1,PAN_CANCER
K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_0,0.0005014355171330955,0.0002584942335996287,0.02701,0.01,PAN_CANCER
K2AC24_spike_in__01_from_pool_Breast_label_Breast_replicate_1,0.0004308682028979876,0.000213352499556804,0.0405,0.1,PAN_CANCER
K4AC16_spike_in__0001_from_ZNC03S_label_CRC_replicate_2,0.000431945030502374,0.0002131843167294832,0.02396,0.001,PAN_CANCER
KZAU93_spike_in__0005_from_ZNC01S_label_CRC_replicate_2,0.0004979600999392898,0.0002367404699430997,0.02758,0.005,PAN_CANCER
K1586_spike_in__005_from_ZNL14S_label_Lung_replicate_2,0.0004153568132753397,0.000217304253117396,0.02122,0.05,PAN_CANCER
K0AAAE20_spike_in__01_from_pool_Breast_label_Breast_replicate_1,0.0005123284459515199,0.0002596522420310967,0.04881,0.1,PAN_CANCER
K1AD22_spike_in__01_from_ZNL14S_label_Lung_replicate_1,0.0004769945814447818,0.0002345880515357585,0.03655,0.1,PAN_CANCER
KABT41_spike_in__0005_from_ZNC01S_label_CRC_replicate_0,0.0004858624291256342,0.000232009262557891,0.02886,0.005,PAN_CANCER
K0CAAA16_spike_in__0001_from_ZNC03S_label_CRC_replicate_0,0.0004415411862528515,0.0002249240514283265,0.0182,0.001,PAN_CANCER
KAAK49_spike_in__005_from_ZNL09S_label_Lung_replicate_2,0.0004606894350156374,0.0002417924798523326,0.0182,0.05,PAN_CANCER
K0AC37_spike_in__0001_from_ZNL14S_label_Lung_replicate_2,0.0004608508108966778,0.0002340965116072854,0.04607,0.001,PAN_CANCER
K2AC24_spike_in__005_from_ZMH048S_label_Liver_replicate_1,0.0004302167304939029,0.0002125048292593371,0.05092,0.05,PAN_CANCER
K4AC10_spike_in__005_from_pool_Breast_label_Breast_replicate_0,0.0006762242988534146,0.0003410021197462671,0.08072,0.05,PAN_CANCER
K4AC16_spike_in__01_from_ZNC04S_label_CRC_replicate_2,0.0004457936082795236,0.000220315663522638,0.03771,0.1,PAN_CANCER
K0043_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,0.0005026006968349245,0.0002590900810331217,0.02749,0.05,PAN_CANCER
K0009_spike_in__01_from_ZMG051S_label_Gastric_replicate_1,0.0004300832645302674,0.0002226070362934407,0.02566,0.1,PAN_CANCER
K0AI90_spike_in__0001_from_ZNC03S_label_CRC_replicate_2,0.0004438898861209618,0.0002225930072864144,0.02538,0.001,PAN_CANCER
K2AC24_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_2,0.0004295647971648723,0.0002124335097090499,0.0263,0.005,PAN_CANCER
K2031_spike_in__0005_from_ZNL07S_label_Lung_replicate_1,0.0005181252779950612,0.0002652298617909518,0.02461,0.005,PAN_CANCER
K0064_spike_in__0005_from_ZMG046S_label_Gastric_replicate_0,0.0004407685951718077,0.0002279981760145919,0.03082,0.005,PAN_CANCER
K2070_spike_in__005_from_ZMH051S_label_Liver_replicate_1,0.000470398464648056,0.0002399964194635041,0.04373,0.05,PAN_CANCER
K0009_spike_in__05_from_ZMG051S_label_Gastric_replicate_2,0.0004295017392885748,0.0002232241613005723,0.03437,0.5,PAN_CANCER
K2070_spike_in__01_from_ZMH051S_label_Liver_replicate_2,0.0004689501973109068,0.0002394588639007235,0.0706,0.1,PAN_CANCER
K0GAAA73_spike_in__005_from_ZNB32S_label_Breast_replicate_0,0.0004513920691804722,0.0002275363386052412,0.0227,0.05,PAN_CANCER
K1586_spike_in__0001_from_pool_Liver_label_Liver_replicate_2,0.0004163698933745631,0.0002176568000466366,0.01725,0.001,PAN_CANCER
K0805_spike_in__0005_from_ZMH053S_label_Liver_replicate_0,0.0004221493388414352,0.0002138591234747063,0.02437,0.005,PAN_CANCER
K1AD22_spike_in__005_from_ZNL08S_label_Lung_replicate_1,0.0004762511451261611,0.0002337277426961675,0.04752,0.05,PAN_CANCER
K1586_spike_in__005_from_ZMH051S_label_Liver_replicate_0,0.0004159410309183765,0.0002173942918428457,0.04707,0.05,PAN_CANCER
K2AC24_spike_in__0005_from_ZNL09S_label_Lung_replicate_1,0.0004295647971648723,0.0002124335097090499,0.02277,0.005,PAN_CANCER
KAAG58_spike_in__005_from_ZMH050S_label_Liver_replicate_2,0.0004400358786396762,0.0002274344420220871,0.02371,0.05,PAN_CANCER
KACE35_spike_in__005_from_pool_Breast_label_Breast_replicate_1,0.0004320720376920932,0.0002093988519074413,0.02405,0.05,PAN_CANCER
K2AC24_spike_in__05_from_ZNL15S_label_Lung_replicate_2,0.0004829417827224439,0.0002407922493224218,0.195,0.5,PAN_CANCER
K1AD22_spike_in__005_from_ZNL14S_label_Lung_replicate_0,0.0004773125229685034,0.0002343582828670509,0.03293,0.05,PAN_CANCER
K0106_spike_in__01_from_ZNB06SR3_label_Breast_replicate_1,0.000413606955219126,0.0002161703798541738,0.06226,0.1,PAN_CANCER
K4AA93_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2,0.0004719400841284498,0.0002449283850700175,0.0305,0.05,PAN_CANCER
K0AI90_spike_in__05_from_ZNC03S_label_CRC_replicate_1,0.0005078784210140143,0.0002555883262484018,0.04736,0.5,PAN_CANCER
K0043_spike_in__005_from_pool_Gastric_label_Gastric_replicate_0,0.0005021052539029594,0.0002588554155909609,0.02663,0.05,PAN_CANCER
K0103_spike_in__001_from_pool_Gastric_label_Gastric_replicate_2,0.0004883463367030739,0.0002545976103000713,0.01449,0.01,PAN_CANCER
K4AC10_spike_in__001_from_ZNB05S_label_Breast_replicate_0,0.0006740411940158295,0.0003398436482393257,0.08057,0.01,PAN_CANCER
K0793_spike_in__01_from_ZMH056S_label_Liver_replicate_1,0.0003942317667807864,0.0002045055808496669,0.07391,0.1,PAN_CANCER
K0059_spike_in__01_from_ZMG059S_label_Gastric_replicate_2,0.0004644772234777405,0.0002419454410760716,0.02645,0.1,PAN_CANCER
K0006_spike_in__001_from_pool_Gastric_label_Gastric_replicate_0,0.000463978564603023,0.0002379874549753464,0.02786,0.01,PAN_CANCER
K0AAAE18_spike_in__0001_from_ZMH053S_label_Liver_replicate_2,0.0004473631642233782,0.0002263801116587827,0.01853,0.001,PAN_CANCER
K0009_spike_in__05_from_ZMG059S_label_Gastric_replicate_0,0.0004737059520816121,0.0002463644151705769,0.06417,0.5,PAN_CANCER
KAAK49_spike_in__01_from_ZNL14S_label_Lung_replicate_2,0.0004611291152562955,0.0002422065075586392,0.02683,0.1,PAN_CANCER
K0AAAE18_spike_in__005_from_pool_Liver_label_Liver_replicate_1,0.000446865656989262,0.0002262357353677089,0.03018,0.05,PAN_CANCER
K0009_spike_in__0005_from_ZMG046S_label_Gastric_replicate_2,0.0004307285608471178,0.0002229515039521359,0.02601,0.005,PAN_CANCER
K1AB28_spike_in__001_from_ZNC03S_label_CRC_replicate_1,0.0004706523797153796,0.0002353413516507352,0.04735,0.01,PAN_CANCER
K1586_spike_in__0005_from_ZMH053S_label_Liver_replicate_0,0.0004162516288716164,0.0002176029352673734,0.01717,0.005,PAN_CANCER
K0038_spike_in__0005_from_ZMG063S_label_Gastric_replicate_2,0.0004854614696600644,0.0002487003031665341,0.02851,0.005,PAN_CANCER
K0CAAA80_spike_in__01_from_ZNL15S_label_Lung_replicate_1,0.000512859372203022,0.0002451778839048594,0.06721,0.1,PAN_CANCER
K2AA15_spike_in__0001_from_pool_CRC_label_CRC_replicate_1,0.0004167417771032376,0.0002115614910853892,0.05071,0.001,PAN_CANCER
KABT41_spike_in__0005_from_ZNC03S_label_CRC_replicate_1,0.0004857899448008355,0.000232009262557891,0.02904,0.005,PAN_CANCER
K1AD22_spike_in__005_from_ZNL15S_label_Lung_replicate_0,0.0004783844619342649,0.0002349494285163177,0.06031,0.05,PAN_CANCER
K1AD22_spike_in__001_from_ZNL14S_label_Lung_replicate_0,0.0004755016846469357,0.0002333881312765649,0.0299,0.01,PAN_CANCER
K0106_spike_in__005_from_pool_Breast_label_Breast_replicate_1,0.0004080004820258859,0.0002130766743376267,0.03611,0.05,PAN_CANCER
K0435_spike_in__0005_from_ZNB22SR1_label_Breast_replicate_0,0.0004175527602569102,0.0002125705896719072,0.02169,0.005,PAN_CANCER
K1AB28_spike_in__0001_from_ZNC19S_label_CRC_replicate_1,0.0004713595242996604,0.0002357556850163175,0.04966,0.001,PAN_CANCER
K0106_spike_in__0001_from_ZMG059S_label_Gastric_replicate_1,0.0004056161707183152,0.000211720599782806,0.03506,0.001,PAN_CANCER
K0AAAE18_spike_in__0001_from_ZMH051S_label_Liver_replicate_1,0.0004473939913432943,0.0002263880052433448,0.01866,0.001,PAN_CANCER
K0106_spike_in__005_from_ZMG063S_label_Gastric_replicate_0,0.0004069949127072027,0.0002124125053852641,0.03351,0.05,PAN_CANCER
KACE35_spike_in__005_from_ZNB03SR2_label_Breast_replicate_2,0.0004319042231723503,0.0002092274805393235,0.06898,0.05,PAN_CANCER
K1936_spike_in__0001_from_ZMH056S_label_Liver_replicate_1,0.0004156264200660164,0.0002173267420385135,0.03239,0.001,PAN_CANCER
K0AAAB33_spike_in__0001_from_pool_CRC_label_CRC_replicate_0,0.0004860101744186047,0.0002544710806697108,0.02592,0.001,PAN_CANCER
KABT41_spike_in__01_from_ZNC19S_label_CRC_replicate_0,0.0004945644135482917,0.0002363742400678637,0.05564,0.1,PAN_CANCER
K0805_spike_in__0005_from_ZMH051S_label_Liver_replicate_2,0.000422106402578331,0.0002138591234747063,0.02415,0.005,PAN_CANCER
K0103_spike_in__0005_from_ZMG051S_label_Gastric_replicate_2,0.0004880670487252231,0.0002544908734122484,0.01445,0.005,PAN_CANCER
KACE35_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_0,0.0004296450806098933,0.0002080492917698734,0.02652,0.001,PAN_CANCER
K4AC16_spike_in__005_from_ZNC03S_label_CRC_replicate_2,0.0004370994636743151,0.000215822861503293,0.03911,0.05,PAN_CANCER
K2AA15_spike_in__005_from_ZNC01S_label_CRC_replicate_2,0.0004190356962773634,0.0002127295227973667,0.03497,0.05,PAN_CANCER
K0059_spike_in__005_from_ZMG059S_label_Gastric_replicate_0,0.0004612093583890171,0.0002400005105423966,0.02666,0.05,PAN_CANCER
K2AC24_spike_in__01_from_ZNL14S_label_Lung_replicate_1,0.0004336125863559366,0.0002147347455341397,0.03268,0.1,PAN_CANCER
K0059_spike_in__005_from_ZMG051S_label_Gastric_replicate_1,0.000459272845722852,0.0002390825792900243,0.03122,0.05,PAN_CANCER
K1AB28_spike_in__05_from_ZNC03S_label_CRC_replicate_1,0.0005364927658880664,0.0002693263061643764,0.05035,0.5,PAN_CANCER
KAAG58_spike_in__01_from_pool_Liver_label_Liver_replicate_2,0.0004400544948479233,0.0002277876679074284,0.04249,0.1,PAN_CANCER
K1AB28_spike_in__005_from_ZNC05S_label_CRC_replicate_0,0.0004709850078731822,0.0002353714280990916,0.04326,0.05,PAN_CANCER
K1586_spike_in__01_from_ZNL09S_label_Lung_replicate_0,0.0004201088775214189,0.0002196122308731427,0.02115,0.1,PAN_CANCER
K0AC37_spike_in__001_from_ZNL07S_label_Lung_replicate_0,0.0004614960498031881,0.0002344459099160427,0.0475,0.01,PAN_CANCER
K1936_spike_in__01_from_pool_Lung_label_Lung_replicate_1,0.0004210339564102204,0.0002202403109259,0.03681,0.1,PAN_CANCER
K0AQ69_spike_in__01_from_ZNL09S_label_Lung_replicate_1,0.000545945282787388,0.0002892741061755146,0.03365,0.1,PAN_CANCER
K0CAAA16_spike_in__01_from_pool_CRC_label_CRC_replicate_1,0.0004468432570608248,0.0002277140550410108,0.01272,0.1,PAN_CANCER
K0103_spike_in__01_from_ZMG059S_label_Gastric_replicate_1,0.0004888769285970577,0.0002549707602339181,0.03366,0.1,PAN_CANCER
K1586_spike_in__01_from_ZNL08S_label_Lung_replicate_0,0.0004193087205062037,0.0002192512511461855,0.07711,0.1,PAN_CANCER
K0AAAB33_spike_in__0005_from_ZNC01S_label_CRC_replicate_0,0.0004860101744186047,0.0002544572484644235,0.02669,0.005,PAN_CANCER
LBGS087_spike_in__0001_from_ZNL09S_label_Lung_replicate_2,0.0004169556517797878,0.0002162108543082785,0.04041,0.001,PAN_CANCER
K1936_spike_in__0005_from_ZMH050S_label_Liver_replicate_0,0.0004156917083883449,0.0002173572277429844,0.03129,0.005,PAN_CANCER
