SampleID,Raw_SampleID,Raw_bam,Spike_in_label,Sample_type,Spike_in_ratio,Replicate,Spike_in_name,Spike_in_resource,Bam_file,Bam_file_tumor
KAAG58_spike_in__001_from_ZMH050S_label_Liver_replicate_2,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,1.0,2,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__001_from_ZMH050S_label_Liver_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__001_from_ZMH050S_label_Liver_replicate_2.tumor.bam
KAAG58_spike_in__001_from_ZMH050S_label_Liver_replicate_0,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,1.0,0,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__001_from_ZMH050S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__001_from_ZMH050S_label_Liver_replicate_0.tumor.bam
KAAG58_spike_in__001_from_ZMH050S_label_Liver_replicate_1,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,1.0,1,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__001_from_ZMH050S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__001_from_ZMH050S_label_Liver_replicate_1.tumor.bam
KAAG58_spike_in__01_from_ZMH050S_label_Liver_replicate_1,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,10.0,1,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__01_from_ZMH050S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__01_from_ZMH050S_label_Liver_replicate_1.tumor.bam
KAAG58_spike_in__01_from_ZMH050S_label_Liver_replicate_0,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,10.0,0,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__01_from_ZMH050S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__01_from_ZMH050S_label_Liver_replicate_0.tumor.bam
KAAG58_spike_in__01_from_ZMH050S_label_Liver_replicate_2,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,10.0,2,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__01_from_ZMH050S_label_Liver_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__01_from_ZMH050S_label_Liver_replicate_2.tumor.bam
KAAG58_spike_in__0001_from_ZMH050S_label_Liver_replicate_0,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,0.1,0,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0001_from_ZMH050S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0001_from_ZMH050S_label_Liver_replicate_0.tumor.bam
KAAG58_spike_in__0001_from_ZMH050S_label_Liver_replicate_1,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,0.1,1,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0001_from_ZMH050S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0001_from_ZMH050S_label_Liver_replicate_1.tumor.bam
KAAG58_spike_in__0001_from_ZMH050S_label_Liver_replicate_2,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,0.1,2,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0001_from_ZMH050S_label_Liver_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0001_from_ZMH050S_label_Liver_replicate_2.tumor.bam
KAAG58_spike_in__0005_from_ZMH050S_label_Liver_replicate_0,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,0.5,0,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0005_from_ZMH050S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0005_from_ZMH050S_label_Liver_replicate_0.tumor.bam
KAAG58_spike_in__0005_from_ZMH050S_label_Liver_replicate_1,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,0.5,1,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0005_from_ZMH050S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0005_from_ZMH050S_label_Liver_replicate_1.tumor.bam
KAAG58_spike_in__0005_from_ZMH050S_label_Liver_replicate_2,KAAG58,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-KAAG58T_M524-M724.deduplicated.bam,Liver,cfDNA,0.5,2,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0005_from_ZMH050S_label_Liver_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAG58_spike_in__0005_from_ZMH050S_label_Liver_replicate_2.tumor.bam
K0AAAB33_spike_in__0005_from_ZNC04S_label_CRC_replicate_2,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,0.5,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0005_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0005_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K0AAAB33_spike_in__0005_from_ZNC04S_label_CRC_replicate_0,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,0.5,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0005_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0005_from_ZNC04S_label_CRC_replicate_0.tumor.bam
K0AAAB33_spike_in__0005_from_ZNC04S_label_CRC_replicate_1,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,0.5,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0005_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0005_from_ZNC04S_label_CRC_replicate_1.tumor.bam
K0AAAB33_spike_in__01_from_ZNC04S_label_CRC_replicate_1,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,10.0,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__01_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__01_from_ZNC04S_label_CRC_replicate_1.tumor.bam
K0AAAB33_spike_in__001_from_ZNC04S_label_CRC_replicate_2,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,1.0,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__001_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__001_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K0AAAB33_spike_in__01_from_ZNC04S_label_CRC_replicate_0,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,10.0,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__01_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__01_from_ZNC04S_label_CRC_replicate_0.tumor.bam
K0AAAB33_spike_in__001_from_ZNC04S_label_CRC_replicate_0,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,1.0,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__001_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__001_from_ZNC04S_label_CRC_replicate_0.tumor.bam
K0AAAB33_spike_in__01_from_ZNC04S_label_CRC_replicate_2,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,10.0,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__01_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__01_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K0AAAB33_spike_in__001_from_ZNC04S_label_CRC_replicate_1,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,1.0,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__001_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__001_from_ZNC04S_label_CRC_replicate_1.tumor.bam
K0AAAB33_spike_in__0001_from_ZNC04S_label_CRC_replicate_2,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,0.1,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0001_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0001_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K0AAAB33_spike_in__0001_from_ZNC04S_label_CRC_replicate_0,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,0.1,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0001_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0001_from_ZNC04S_label_CRC_replicate_0.tumor.bam
K0AAAB33_spike_in__0001_from_ZNC04S_label_CRC_replicate_1,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,0.1,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0001_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__0001_from_ZNC04S_label_CRC_replicate_1.tumor.bam
K0AAAB33_spike_in__005_from_ZNC04S_label_CRC_replicate_2,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,5.0,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__005_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__005_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K0AAAB33_spike_in__005_from_ZNC04S_label_CRC_replicate_0,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,5.0,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__005_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__005_from_ZNC04S_label_CRC_replicate_0.tumor.bam
K0AAAB33_spike_in__005_from_ZNC04S_label_CRC_replicate_1,K0AAAB33,/mnt/BACKUP_NAS05/ECDTM_repo/R4175/align/104-K0AAAB33T_M563-M763.deduplicated.bam,CRC,cfDNA,5.0,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__005_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AAAB33_spike_in__005_from_ZNC04S_label_CRC_replicate_1.tumor.bam
KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_1,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,0.1,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_1.tumor.bam
KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_0,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,5.0,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_0.tumor.bam
KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_0,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,0.1,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_0.tumor.bam
KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_1,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,5.0,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_1.tumor.bam
